initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,26013.951860427856,30.069759302139282,-13.687658761180737,0.9618786231632538,16,5,11,31.25,1903.5325456619262,-318.5191698074341
