initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,20250.979976654053,1.2548998832702636,-10.562649447490877,0.5608777963295037,4,1,3,25.0,1835.1600284576416,-528.0600172678629
