initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,19708.94948577881,-1.4552525711059572,-13.366045556480788,0.510150952060451,2,1,1,50.0,2086.000213623047,-2377.0507278442383
