initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,21055.599102020264,5.277995510101318,-21.687138937732506,0.852173717208131,5,2,3,40.0,1884.5249214172363,-904.483580271403
