initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,21297.1001663208,6.4855008316040035,-4.921593040429764,0.22202670628731622,1,1,0,100.0,1297.1001663208008,0
