initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,19544.600631713867,-2.276996841430664,-2.5357468414306643,0.07060191904758124,3,0,3,0.0,0,-151.79978942871094
