initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,18013.102157592773,-9.934489212036132,-30.02912180822616,1.342547550827953,17,5,12,29.411764705882355,972.9801940917969,-570.9832344055176
