initial_capital,final_value,total_return_pct,max_drawdown_pct,std_dev,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,15294.999946594238,-23.52500026702881,-23.52500026702881,0.3811914601958539,9,0,9,0.0,0,-522.7777837117513
